path,en,it
root/2/micah_conversation/14/receive_key_alt/0/22/g-1/24/c-4/5,"<<""I don't know what gets into me. I'm just a big, stupid child who can't--"">>","<<""Non so cosa mi prenda. Sono solo un grande stupido bambino che non--"">>"
root/2/micah_conversation/14/receive_key_alt/0/22/g-1/24/c-5/3,"I reassure Micah that I've often felt a little pressured to prove something, even when the pressure was coming from me.","Rassicuro Micah dicendo che spesso anch'io mi sono sentita un po' sotto pressione per dimostrare qualcosa, anche quando la pressione veniva da me stessa."
root/2/micah_conversation/14/receive_key_alt/0/22/g-1/24/c-5/5,"<<""I know, but you're-- You're a Glider. You're young! I should know better."">>","<<""Lo so, ma tu sei-- sei una Glider. Sei giovane! Io dovrei saperlo meglio."">>"
root/2/micah_conversation/14/receive_key_alt/0/22/g-2/1,I tell Micah we can't dwell on this right now and ask if he can walk.,Dico a Micah che non possiamo soffermarci adesso e gli chiedo se riesce a camminare.
root/2/micah_conversation/14/receive_key_shared/0,"<<""No... Not enough to make my way out of here, at least. It's why I dragged myself over here, thinking I might use the crane."">>","<<""No... non abbastanza per uscire da qui, almeno. Per questo mi sono trascinato fin qui, pensando di poter usare la gru."">>"
root/2/micah_conversation/14/receive_key_shared/2,"<<""But I can't access the controls."">>","<<""Ma non riesco ad accedere ai comandi."">>"
root/2/micah_conversation/14/receive_key_shared/4,I wonder aloud if <i>I</i> could access the controls and Micah digs around in his pockets until he finds what he's looking for: a key. He holds it up.,Mi chiedo ad alta voce se <i>io</i> potrei accedere ai comandi e Micah fruga nelle tasche finché non trova ciò che cerca: una chiave. La solleva.
root/2/micah_conversation/14/receive_key_shared/6,"<<""I found this key. It should let you in. From there, you can use the crane."">>","<<""Ho trovato questa chiave. Dovrebbe farti entrare. Da lì puoi usare la gru."">>"
root/2/micah_conversation/14/receive_key_shared/9,I nod.,Annuisco.
root/2/micah_conversation/14/receive_key_shared/11,"<<""I'm sorry I can't help more. I feel so useless. Thank you, Sable. You're really very kind."">>","<<""Mi dispiace di non poter fare di più. Mi sento così inutile. Grazie, Sable. Sei davvero molto gentile."">>"
root/2/micah_conversation/14/receive_key_shared/14,"I tell him it's no matter and that he isn't useless, and then I take the key and go.","Gli dico che non importa e che non è inutile, poi prendo la chiave e vado."
root/2/micah_conversation/14/look_for_mechanism/0,"<<""Have you found the way out yet?"">>","<<""Hai già trovato la via d'uscita?"">>"
root/2/micah_conversation/14/crane_halfway/0,Micah bounces a little.,Micah saltella un po'.
root/2/micah_conversation/14/crane_halfway/2,"<<""Sable! Yes! Whatever you did there, it seems to be working! Keep at it!"">>","<<""Sable! Sì! Qualunque cosa tu stia facendo lì, sta funzionando! Continua!"">>"
root/2/micah_conversation/14/quest_complete/0/6,"<<""Sable."">>","<<""Sable."">>"
root/2/micah_conversation/14/quest_complete/0/8,"<<""How... can I ever thank you?"">>","<<""Come... potrò mai ringraziarti?"">>"
root/2/micah_conversation/14/quest_complete/0/12,Go home and apologize to Bashir!,Vai a casa e scusati con Bashir!
root/2/micah_conversation/14/quest_complete/0/18,No more dangerous climbs!,Niente più scalate pericolose!
root/2/micah_conversation/14/quest_complete/0/24,I wouldn't say no to a little token...,Non direi di no a un piccolo dono...
root/2/micah_conversation/14/quest_complete/0/28/c-0/3,I tell Micah he needs to go home and apologize to Bashir for all the worry he's caused.,Dico a Micah che deve tornare a casa e scusarsi con Bashir per tutta la preoccupazione che ha causato.
root/2/micah_conversation/14/quest_complete/0/28/c-0/5,"<<""Oh, I will. I will. I'll be apologizing to Bashir for days. He deserves it. And I'll try not to worry him again, ever."">>","<<""Oh, lo farò. Lo farò. Mi scuserò con Bashir per giorni. Se lo merita. E cercherò di non preoccuparlo mai più."">>"
root/2/micah_conversation/14/quest_complete/0/28/c-0/7,"<<""But I do want to at least give you something."">>","<<""Ma voglio almeno darti qualcosa."">>"
root/2/micah_conversation/14/quest_complete/0/28/c-1/3,I tell Micah he can thank me by avoiding dangerous climbs. It isn't lost on me that I could easily have been met with a corpse.,Dico a Micah che può ringraziarmi evitando scalate pericolose. Non mi sfugge che avrei potuto facilmente trovare un cadavere.
root/2/micah_conversation/14/quest_complete/0/28/c-1/5,"<<""Oh, don't worry about that. I'll definitely be avoiding <i>all</i> solo climbs for a little while, and the dangerous ones forever. I've learned my lesson."">>","<<""Oh, su quello tranquilla. Eviterò sicuramente <i>tutte</i> le scalate da solo per un po', e quelle pericolose per sempre. Ho imparato la lezione."">>"
root/2/micah_conversation/14/quest_complete/0/28/c-1/7,He reaches into his pocket.,Fruga in tasca.
root/2/micah_conversation/14/quest_complete/0/28/c-1/9,"<<""But I do want to give you something else."">>","<<""Ma voglio darti qualcos'altro."">>"
root/2/micah_conversation/14/quest_complete/0/28/c-2/3,I tell Micah I wouldn't say no to a little something. He chuckles and reaches into his pocket.,Dico a Micah che non direi di no a un piccolo qualcosa. Ridacchia e fruga in tasca.
root/2/micah_conversation/14/quest_complete/0/28/c-2/5,"<<""Well, I do have <i>this</i> to give you."">>","<<""Beh, ho <i>questo</i> da darti."">>"
root/2/micah_conversation/14/quest_complete/0/28/g-0/2,Micah hands me a Climbing Badge and I take it gratefully.,Micah mi porge un Distintivo dell'Arrampicata e lo prendo con gratitudine.
root/2/micah_conversation/14/quest_complete/0/28/g-0/4,"<<""I'm going to go back to Five Bells camp. Should be fine; walking's a little easier than climbing right now."">>","<<""Tornerò al campo delle Cinque Campane. Andrà tutto bene; camminare è un po' più facile dello scalare ora."">>"
root/2/micah_conversation/14/quest_complete/0/28/g-0/6,"<<""You're my saviour, Sable. If you ever decide to become a Climber, you've got my endorsement. Take care, all right?"">>","<<""Sei la mia salvatrice, Sable. Se mai dovessi decidere di diventare Scalatrice, hai la mia approvazione. Stammi bene, ok?"">>"
root/2/micah_conversation/14/quest_complete/0/28/g-0/8,"I tell him I will, and we say a fond goodbye.","Gli dico che lo farò, e ci salutiamo con affetto."
root/2/micah_conversation/14/after_quest_complete/0,"<<""I can't thank you enough for your help there."">>","<<""Non potrò mai ringraziarti abbastanza per l'aiuto."">>"
root/2/salt_plains_ring_monument/10/intro/0,You are currently at the Salt Plains Ring Monument.,Ti trovi al Monumento dell'Anello delle Saline.
root/2/salt_plains_ring_monument/10/interaction_point/0,I enter the monument.,Entro nel monumento.
root/2/salt_plains_ring_monument/10/done/0,I leave the ring monument.,Lascio il monumento dell'anello.
root/2/salt_plains_felix_conversation/2,Salt Harvester Felix,Raccoglitore di Sale Felix
root/2/salt_plains_felix_conversation/6,"<<""Welcome to the Wastes, Glider!"">>","<<""Benvenuta nelle Terre Desolate, Glider!"">>"
root/2/salt_plains_felix_conversation/9/first_meeting/0/0,"<<""What can I do for you?"">>","<<""Cosa posso fare per te?"">>"
root/2/salt_plains_felix_conversation/9/first_meeting/0/4,Why are you out here?,Perché sei qui fuori?
root/2/salt_plains_felix_conversation/9/first_meeting/0/10,Can I have some salt?,Posso avere un po' di sale?
root/2/salt_plains_felix_conversation/9/first_meeting/0/16,See you around.,Ci si vede.
root/2/salt_plains_felix_conversation/9/first_meeting/0/20/c-0/2,"<<""Well, Eccrines love salt. They love pink salt, they love blue salt, they love green salt. So we work out here, skin slowly peeling away so they can have a lick of the good stuff."">>","<<""Beh, agli Eccrini piace il sale. Adorano quello rosa, quello blu, quello verde. Quindi noi lavoriamo qui, la pelle si scrosta lentamente perché loro possano leccarne un po'."">>"
root/2/salt_plains_felix_conversation/9/first_meeting/0/20/c-0/4,"<<""The Waste is a tough place to be but it pays well and it's quiet. There aren't many places like this in Midden, that's for sure."">>","<<""La Waste è un posto duro ma paga bene ed è tranquillo. Non ci sono molti posti così a Midden, questo è certo."">>"
root/2/salt_plains_felix_conversation/9/first_meeting/0/20/c-1/2,"<<""What do you need salt for? In its raw form this stuff is unusable, it needs to be processed before it's edible."">>","<<""A cosa ti serve il sale? Allo stato grezzo non è utilizzabile, va lavorato prima di essere commestibile."">>"
root/2/salt_plains_felix_conversation/9/first_meeting/0/20/c-1/4,"<<""If you want to try our salt in food, you'll have to head on West into the Redsee to Eccria. We have an exclusive contract with the traders there. Can't be selling our goods to any old Glider who stumbles past."">>","<<""Se vuoi assaggiare il nostro sale nel cibo, devi andare a ovest nel Redsee fino a Eccria. Abbiamo un contratto esclusivo con i mercanti di lì. Non possiamo vendere a qualunque Glider passi di qua."">>"
root/2/salt_plains_felix_conversation/9/first_meeting/0/20/c-1/7,"<<""You've come a long way, so I'll do you one better. Here's something for your bike over there."">>","<<""Hai fatto tanta strada, quindi farò di meglio. Ecco qualcosa per la tua hoverbike laggiù."">>"
root/2/salt_plains_felix_conversation/9/first_meeting/0/20/c-1/9,"<<""You're welcome."">>","<<""Prego."">>"
root/2/salt_plains_harvester_dane/2,Salt Harvester Dane,Raccoglitore di Sale Dane
root/2/salt_plains_harvester_dane/6,"<<""Ah, a Glider! Haven't had one up here in a while!"">>","<<""Ah, una Glider! Non ne abbiamo avuta una qui da un po'!"">>"
root/2/salt_plains_harvester_dane/8,"<<""Feels like only yesterday I set off for my own Gliding. Headed down to Marrowbone Station in The Wash, I did."">>","<<""Sembra ieri che partivo per il mio Volo. Andai giù alla Marrowbone Station nel Wash."">>"
root/2/salt_plains_harvester_dane/10,"<<""Seeing Pyrausta, I almost wet meself."">>","<<""A vedere Pyrausta, quasi mi facevo addosso."">>"
root/2/salt_plains_harvester_dane/12,"<<""Could never work out if it was a natural rock formation or a statue someone had carved. Even overheard someone in Eccria saying the thing was alive!"">>","<<""Non ho mai capito se fosse una formazione rocciosa naturale o una statua scolpita. Sentii anche uno a Eccria che diceva che fosse viva!"">>"
root/2/salt_plains_harvester_dane/14,"<<""A wyrm, that big! Can you imagine?! I think if I thought that could happen I wouldn't sleep very well."">>","<<""Un wyrm, così grosso! Te lo immagini?! Credo che se pensassi davvero potesse essere così, non dormirei tanto bene."">>"
root/2/plantweaver_rachel/2,Plantweaver Rachel,Tessitrice di Piante Rachel
root/2/plantweaver_rachel/6,"<<""Oh, hello."">>","<<""Oh, ciao."">>"
root/2/plantweaver_rachel/9/rachel_meeting/0/2,What is this place?,Che posto è questo?
root/2/plantweaver_rachel/9/rachel_meeting/0/8,Who are you?,Chi sei?
root/2/plantweaver_rachel/9/rachel_meeting/0/14,See you around.,Ci si vede.
root/2/plantweaver_rachel/9/rachel_meeting/0/18/c-0/2,"<<""These baths, they are ancient. I'd never even heard of them before..."">>","<<""Queste terme sono antiche. Non ne avevo mai sentito parlare prima..."">>"
root/2/plantweaver_rachel/9/rachel_meeting/0/18/c-0/4,"<<""They seem to use the flow from the hot waters that are inside the rocks and circulate them through the baths."">>","<<""Sembra usino il flusso delle acque calde dentro le rocce e le facciano circolare attraverso le terme."">>"
root/2/plantweaver_rachel/9/rachel_meeting/0/18/c-0/6,"<<""Imagine this as a bathhouse? People must have come from all over to rest and recover."">>","<<""Immagina questo posto come delle terme? Doveva venir gente da ogni dove a riposare e ristabilirsi."">>"
root/2/plantweaver_rachel/9/rachel_meeting/0/18/c-1/2,"<<""My name is Rachel. I'm a Plant Weaver."">>","<<""Mi chiamo Rachel. Sono una Tessitrice di Piante."">>"
root/2/plantweaver_rachel/9/rachel_meeting/0/18/c-1/4,I've never heard of a Plant Weaver before. Is that a... tiny tree inside that glass orb?,Non ho mai sentito parlare di una Tessitrice di Piante. Quello è un... alberello dentro quella sfera di vetro?
root/2/plantweaver_rachel/9/rachel_meeting/0/18/c-1/6,"<<""We nurture plants, whether a struggling Rijwur in the wild or flourishing sporeling of Melancholy Mushrooms in a cultivated garden."">>","<<""Curiamo le piante, che si tratti di un Rijwur in difficoltà nel selvatico o di una germogliante prole di Funghi Malinconici in un giardino coltivato."">>"
root/2/plantweaver_rachel/9/rachel_meeting/0/18/c-1/8,"<<""Without plants, life would cease to exist."">>","<<""Senza le piante, la vita cesserebbe di esistere."">>"
root/2/plantweaver_rachel/9/rachel_meeting/0/18/c-1/10,"<<""I came with the Climber and Hunter, but I think I'll stay here. There's something special about this place. I think some very unusual flora would thrive here, I have never seen some of the things growing here."">>","<<""Sono venuta con la Scalatrice e il Cacciatore, ma credo resterò qui. Questo posto ha qualcosa di speciale. Credo che alcune flore inusuali prospererebbero qui; non ho mai visto certe cose crescere come qui."">>"
root/2/plantweaver_rachel/9/rachel_meeting/0/18/c-2/2,"<<""Take care."">>","<<""Stammi bene."">>"
root/2/eastern_ring_monument/10/intro/0,You are currently at the Eastern Dunes Ring Monument.,Ti trovi al Monumento dell'Anello delle Dune Orientali.
root/2/eastern_ring_monument/10/interaction_point/0,I enter the monument.,Entro nel monumento.
root/2/eastern_ring_monument/10/done/0,I leave the ring monument.,Lascio il monumento dell'anello.
root/2/angler_yolanda/0/4,"<<""Hello there! How can I help you today?"">>","<<""Salve! Come posso aiutarti oggi?"">>"
root/2/angler_yolanda/0/8,I'd like to trade!,Vorrei commerciare!
root/2/angler_yolanda/0/14,Tell me about this spot.,Parlami di questo posto.
root/2/angler_yolanda/0/20,This is a beautiful boat!,Che bella barca!
root/2/angler_yolanda/0/26,I don't need anything.,Non ho bisogno di nulla.
root/2/angler_yolanda/0/30/c-0/3,"<<""Brilliant! Of course! Have a look at my wares."">>","<<""Magnifico! Certo! Dai un'occhiata alla mia merce."">>"
root/2/angler_yolanda/0/30/c-0/5,"<<""Thanks, Glider. Come back anytime."">>","<<""Grazie, Glider. Torna quando vuoi."">>"
root/2/angler_yolanda/0/30/c-1/2,"<<""Tell you about this spot?"">>","<<""Parlarti di questo posto?"">>"
root/2/angler_yolanda/0/30/c-1/4,"<<""Well, if you've ever enjoyed fresh fish within about an hour's radius, then there's a sixty-to-seventy percent chance it came from right here. Maybe eighty in the seasons they <i>really</i> get to biting."">>","<<""Beh, se hai mai mangiato pesce fresco entro un raggio di un'ora, c'è dal sessanta al settanta percento di probabilità che venisse proprio da qui. Forse ottanta nelle stagioni in cui abboccano <i>davvero</i>."">>"
root/2/angler_yolanda/0/30/c-1/6,"That's a very impressive percentage indeed, and I think I give it the high-pitched back-of-the-throat 'hm!' it deserves.","È in effetti una percentuale notevole, e credo di rispondere con quel 'hmm!' acuto in fondo alla gola che merita."
root/2/angler_yolanda/0/30/c-1/8,"<<""Lots of Gliders come through here, just like you. And if they're any indication, I think you'll quite enjoy your time in the area."">>","<<""Tante Glider passano di qua, come te. E se sono indicative, credo ti godrai il tempo da queste parti."">>"
root/2/angler_yolanda/0/30/c-2/2,"<<""Oh, I know. Gorgeous, isn't? Something so noble and yet so rustic about it, and knowing how much it provides! Inspiring. But personally?"">>","<<""Oh, lo so. Splendida, vero? Qualcosa di così nobile e al tempo stesso rustico, e sapendo quanto fornisce! Ispiratrice. Ma personalmente?"">>"
root/2/angler_yolanda/0/30/c-2/4,"They lower their voice a bit, and then they're performing a whisper, but it's covering a cheeky laugh.","Abbassa un po' la voce, e poi recita un sussurro che copre una risata sfacciata."
root/2/angler_yolanda/0/30/c-2/6,"<<""I think its <i>captain</i> is even <i>more</i> gorgeous! Wish he was angling for <i>me</i>!"">>","<<""Penso che il suo <i>capitano</i> sia ancora <i>più</i> bello! Vorrei stesse pescando <i>me</i>!"">>"
root/2/angler_yolanda/0/30/c-2/8,I make a playful gasp.,Lascio andare un'esclamazione scherzosa.
root/2/angler_yolanda/0/30/c-2/10,"<<""But I joke, I joke..."">>","<<""Ma scherzo, scherzo..."">>"
root/2/angler_yolanda/0/30/c-2/12,"<<""Unless he's interested. Then I'm <i>deeply</i> serious!"">>","<<""A meno che non sia interessato. Allora sono <i>profondamente</i> seria!"">>"
root/2/angler_yolanda/0/30/g-0/0,"<<""Goodbye!"">>","<<""Addio!"">>"
root/2/eastern_dunes_lia_conversation/0/2,Shepherd Lia,Pastora Lia
root/2/eastern_dunes_lia_conversation/0/6,"<<""Well met, Glider!"">>","<<""Ben trovata, Glider!"">>"
root/2/eastern_dunes_lia_conversation/0/10,We had goats in my clan,Avevamo capre nel mio clan
root/2/eastern_dunes_lia_conversation/0/16,What's in that glass vial?,Cosa c'è in quella fiala di vetro?
root/2/eastern_dunes_lia_conversation/0/22,What's up with the statue?,Che storia è quella della statua?
root/2/eastern_dunes_lia_conversation/0/28,See you around.,Ci si vede.
root/2/eastern_dunes_lia_conversation/0/32/c-0/2,"<<""Ah, so you are familar with their temperament. I suppose you are Ibexii? Say hello to Umar and Jadi for me."">>","<<""Ah, allora conosci il loro temperamento. Sei Ibexii suppongo? Salutami Umar e Jadi."">>"
root/2/eastern_dunes_lia_conversation/0/32/c-1/3,"<<""Oh, I made this. It's a colour palette for a hoverbike, inspired by my work as a herder. Here, take some. I insist!"">>","<<""Oh, l'ho fatta io. È una palette di colori per hoverbike, ispirata al mio lavoro di pastora. Tieni, prendine un po'. Insisto!"">>"
root/2/eastern_dunes_lia_conversation/0/32/c-1/5,"<<""I'd be very proud to see you riding a bike with my colours, Sable!"">>","<<""Sarei molto fiera di vederti su una hoverbike con i miei colori, Sable!"">>"
root/2/eastern_dunes_lia_conversation/0/32/c-2/2,"<<""Ah, you may recognise her, Oana. She was a great herder, of many creatures. They say she came from The Whale, and herded the anscestors of the creatures we herd today."">>","<<""Ah, forse la riconosci, Oana. Era una grande pastora, di molte creature. Si dice venisse dalla Whale e abbia condotto gli antenati delle creature che pascoliamo oggi."">>"
root/2/eastern_dunes_lia_conversation/0/32/c-2/4,"<<""We teach that keeping your herd near her statues will keep them together, well fed and healthy."">>","<<""Insegniamo che tenere la propria mandria vicino alle sue statue la manterrà unita, ben nutrita e sana."">>"
root/2/hercules_innkeeper_conversation/2,Ifaa,Ifaa
root/2/hercules_innkeeper_conversation/9/first_intro/0,"I meet Ifaa, the Innkeeper of the camp.","Incontro Ifaa, la locandiera del campo."
root/2/hercules_innkeeper_conversation/9/default_intro/0,"<<""Greetings, Glider."">>","<<""Salute, Glider."">>"
root/2/hercules_innkeeper_conversation/9/first_loop/0,"<<""What can I do for you?"">>","<<""Cosa posso fare per te?"">>"
root/2/hercules_innkeeper_conversation/9/loop/0,"<<""Anything else I can help you with?"">>","<<""Posso fare qualcos'altro per te?"">>"
root/2/hercules_innkeeper_conversation/9/opts/0/14,Say goodbye.,Saluta.
root/2/hercules_innkeeper_conversation/9/done/0,"<<""Farewell, Glider."">>","<<""Addio, Glider."">>"
root/2/utarii_conversation/9/done/0,I say goodbye to Utarii.,Saluto Utarii.
root/2/utarii_conversation/9/first_intro/0/10,The Machinist looks me over.,La Macchinista mi guarda da capo a piedi.
root/2/utarii_conversation/9/first_intro/0/12,"<<""You’re late."">>","<<""Sei in ritardo."">>"
root/2/utarii_conversation/9/first_intro/0/16,For what?,Per cosa?
root/2/utarii_conversation/9/first_intro/0/22,I’ve never met you in my life.,Non ti ho mai vista in vita mia.
root/2/utarii_conversation/9/first_intro/0/28,I’m perfectly on time!,Sono perfettamente puntuale!
root/2/utarii_conversation/9/first_intro/0/32/c-0/2,"<<""For our meeting one another. You ought to have come here sooner.."">>","<<""Per il nostro incontro. Avresti dovuto arrivare prima."">>"
root/2/utarii_conversation/9/first_intro/0/32/c-0/4,I ask the Machinist how they know me.,Chiedo alla Macchinista come fa a conoscermi.
root/2/utarii_conversation/9/first_intro/0/32/c-0/6,"<<""I do not know you. Not yet."">>","<<""Non ti conosco. Non ancora."">>"
root/2/utarii_conversation/9/first_intro/0/32/c-1/2,"<<""You would have met me sooner, were it not for your delay. But I forgive you. Any friend of Sizo’s is instantly beloved and I take no offense."">>","<<""Mi avresti incontrata prima, se non fosse per il tuo ritardo. Ma ti perdono. Ogni amica di Sizo mi è cara all'istante e non me la prendo."">>"
root/2/utarii_conversation/9/first_intro/0/32/c-2/2,"<<""No."">>","<<""No."">>"
root/2/utarii_conversation/9/first_intro/0/32/c-2/5,I tell them yes. They at least consider it.,Dico di sì. Almeno ci pensa.
root/2/utarii_conversation/9/first_intro/0/32/c-2/8,"<<""Hm. No, you are late..."">>","<<""Hmm. No, sei in ritardo..."">>"
root/2/utarii_conversation/9/first_intro/0/32/g-0/0,"Perplexed, I wait for them to explain themselves, but they seem to wait for the same.","Perplessa, aspetto che si spieghi, ma sembra aspettarsi la stessa cosa da me."
root/2/utarii_conversation/9/first_intro/0/32/g-0/3,"Briefly I feel a hint of shame as I remember times I have been late among the Ibexii, things I have slipped up in doing.","Brevemente provo un velo di vergogna nel ricordare le volte in cui sono stata in ritardo tra gli Ibexii, le cose in cui ho sbagliato."
root/2/utarii_conversation/9/first_intro/0/32/g-0/6,But I dismiss my doubts as I recall that I have no idea who this strange Machinist is. I ask them.,Ma scaccio i dubbi ricordando che non ho idea di chi sia questa strana Macchinista. Glielo chiedo.
root/2/utarii_conversation/9/first_intro/0/32/g-0/12,"<<""My name is Utarii. Of immediate relevance to you is that I am a friend of Sizo."">>","<<""Mi chiamo Utarii. Ciò che ti riguarda subito è che sono un'amica di Sizo."">>"
root/2/utarii_conversation/9/first_intro/0/32/g-0/15,"I ask, then, if Sizo alerted them to my impending arrival. Perhaps she looks out for me, and sets waypoints and oases along my gliding. A comforting thought.","Chiedo allora se Sizo l'avesse avvisata del mio imminente arrivo. Forse veglia su di me, e dispone punti di passaggio e oasi lungo il mio Volo. Un pensiero confortante."
root/2/utarii_conversation/9/first_intro/0/32/g-0/18,"<<""No, no, no. It was your hoverbike. I heard it for the first time months ago, and felt the shape of its voice--of <i>her</i> voice, sorry."">>","<<""No, no, no. È stata la tua hoverbike. L'ho sentita per la prima volta mesi fa, e ho percepito la forma della sua voce — della <i>sua</i> voce, scusa."">>"
root/2/utarii_conversation/9/first_intro/0/32/g-0/21,"I tell Utarii that it was not Simoon they heard, for Sizo and I only built her a few days hence. They wave their hands at me in a hurried dismissal.","Dico a Utarii che non era Simoon quella che ha sentito, perché Sizo e io l'abbiamo costruita solo pochi giorni fa. Mi liquida con un gesto frettoloso delle mani."
root/2/utarii_conversation/9/first_intro/0/32/g-0/23,"<<""Did Sizo teach you so little? The voices of our machines are eternal, more ancient even than their forms. I hear them. As I always have. And yours I thought would revisit me sooner. But... here we are."">>","<<""Sizo ti ha insegnato così poco? Le voci delle nostre macchine sono eterne, più antiche persino delle loro forme. Le sento. Come sempre. E pensavo che la tua sarebbe tornata da me prima. Ma... eccoci."">>"
root/2/utarii_conversation/9/first_intro/0/32/g-0/25,"<<""Now let us speak of <i>why</i> you have come."">>","<<""Ora parliamo del <i>perché</i> sei venuta."">>"
root/2/utarii_conversation/9/default_intro/1,Utarii greets me warmly.,Utarii mi saluta calorosamente.
root/2/utarii_conversation/9/default_intro/3,"<<""How may I help?"">>","<<""Come posso aiutare?"">>"
root/2/utarii_conversation/9/options/0/16,Customise bike,Personalizza hoverbike
root/2/utarii_conversation/9/options/0/23,Goodbye,Addio
root/2/utarii_conversation/9/options/0/27/c-0/3,"<<""Let's have a look, shall we?"">>","<<""Diamogli un'occhiata, sì?"">>"
root/2/eliisabet_conversation/2,Eliisabet,Eliisabet
root/2/eliisabet_conversation/12/done/0,I say goodbye to Eliisabet.,Saluto Eliisabet.
root/2/eliisabet_conversation/12/first_intro/0,"Eliisabet was a guard posted at Eccria, but is now travelling.","Eliisabet era una guardia di stanza a Eccria, ma ora viaggia."
root/2/eliisabet_conversation/12/default_intro/0,Eliisabet says hello.,Eliisabet saluta.
root/2/eliisabet_conversation/12/generic_chat/0,I have a chat with Eliisabet.,Faccio due chiacchiere con Eliisabet.
root/2/viivi_conversation/2,Viivi,Viivi
root/2/viivi_conversation/12/done/0,I say goodbye to Viivi.,Saluto Viivi.
root/2/viivi_conversation/12/first_intro/0,"Viivi is a Biker, stopping by at the Hercules Beetle Camp.",Viivi è una pilota che fa tappa al Campo dello Scarabeo Ercole.
root/2/viivi_conversation/12/default_intro/0,Viivi says hello.,Viivi saluta.
root/2/mask_caster_asrar_conversation/2,Mask Caster,Forgiatore di Maschere
root/2/mask_caster_asrar_conversation/11/first_intro/0,"The Mask Caster sits, unmoving, silent.","Il Forgiatore di Maschere siede, immobile, in silenzio."
root/2/mask_caster_asrar_conversation/11/default_intro/0,"The atmosphere in the tent is intense, uncomfortable.","L'atmosfera nella tenda è intensa, scomoda."
root/2/mask_caster_asrar_conversation/11/options/0/56,Goodbye.,Addio.
root/2/mask_caster_asrar_conversation/11/generic_chat/0,I can't tell if the Mask Caster is human or... something else.,Non capisco se il Forgiatore di Maschere sia umano o... qualcos'altro.
root/2/mask_caster_asrar_conversation/11/generic_chat/2,"I've heard about Mask Casters in stories about Glidings before. Gliders should collect three badges of a set and bring them to the Caster, from whom the Mask shall be cast.","Ho già sentito storie su Forgiatori di Maschere durante i Voli. Le Glider devono raccogliere tre distintivi di un set e portarli al Forgiatore, che fonderà la Maschera."
root/2/mask_caster_asrar_conversation/11/generic_chat/4,I should look for some more badges.,Dovrei cercare altri distintivi.
root/2/mask_caster_asrar_conversation/11/done/0,I leave the Mask Caster.,Lascio il Forgiatore di Maschere.
root/2/merchant_bobi/0/2,Nomadic Merchant Bobi,Mercante Nomade Bobi
root/2/merchant_bobi/0/6,"<<""Glider! Welcome, come view my wares!"">>","<<""Glider! Benvenuta, vieni a vedere la merce!"">>"
root/2/merchant_bobi/0/10,I would like to trade with you.,Vorrei commerciare.
root/2/merchant_bobi/0/16,Tell me about this camp.,Parlami di questo campo.
root/2/merchant_bobi/0/22,Where can I get a Merchant's Badge?,Dove posso prendere un Distintivo del Mercante?
root/2/merchant_bobi/0/28,That's a big beetle!,Che scarabeo grosso!
root/2/merchant_bobi/0/34,"I'm good, thanks.","Sto bene, grazie."
root/2/merchant_bobi/0/38/c-1/2,"<<""This is one of many Beetle Tent Stations around Midden, named after that big ol' burnt tree over there. Not sure what species an 'Oak' is, mind."">>","<<""È una delle tante Stazioni Tenda Scarabeo per Midden, chiamata così per quel grosso albero bruciato laggiù. Non saprei dire che specie sia una 'Quercia', però."">>"
root/2/merchant_bobi/0/38/c-1/4,"<<""There's plenty of characters passing through here. They're all worth a bother if you're on your Gliding. Never know what badges and masks you might pick up!"">>","<<""Ne passano un sacco di personaggi qui. Vale la pena scocciarli tutti se sei in Volo. Non si sa mai che distintivi e maschere puoi raccattare!"">>"
root/2/merchant_bobi/0/38/c-1/6,"<<""Don't be shy! Chat to the tent owners, interrogate the Machinists and any other people you see around."">>","<<""Non essere timida! Chiacchiera con i gestori delle tende, interroga i Macchinisti e ogni altra persona che vedi in giro."">>"
root/2/merchant_bobi/0/38/c-1/8,"<<""There's also the Scrappers Yard just below the big crane over there, there's a lazy Scrapper down there who'll make finding Scraps worth your time."">>","<<""C'è anche il Cantiere dei Rottamatori subito sotto la grande gru laggiù, c'è un Rottamatore pigro che renderà utile trovare Rottami."">>"
root/2/merchant_bobi/0/38/c-2/2,"<<""Merchants aren't liable to just give out badges freely. Your best bet there is to head to Eccria."">>","<<""I Mercanti non sono inclini a regalare distintivi. La tua scommessa migliore è andare a Eccria."">>"
root/2/merchant_bobi/0/38/c-2/4,"<<""There's a big market in town there, worth trying to Iria's attention if you want to get yourself some Merchant's badges."">>","<<""C'è un grande mercato in città, vale la pena cercare l'attenzione di Iria se vuoi distintivi del Mercante."">>"
root/2/merchant_bobi/0/38/c-2/6,"<<""Be careful how you do it, mind. She's not the friendliest customer..."">>","<<""Attenta a come lo fai, però. Non è la clientela più amichevole..."">>"
root/2/merchant_bobi/0/38/c-3/2,"<<""He's a big boy, Fred. Don't let his size fool you though, he's a soppy fella. Loves a snuggle."">>","<<""È un bestione, Fred. Ma non farti ingannare dalla taglia, è un tipo dolce. Adora le coccole."">>"
root/2/merchant_bobi/0/38/c-3/4,"<<""Won't help you much if a Wyrm attacks but he can pull anything through a sand drift without any struggle."">>","<<""Non ti aiuterà molto se attacca un Wyrm, ma riesce a trainare qualunque cosa in una duna di sabbia senza fatica."">>"
